response_id,extra_tasks,start_date,end_date,comput_id,gender,age,education,term_no,field,mindset,intervention,ms_1,ms_2,ms_3,ms_4,cams_1,cams_2,cams_3,cams_4,cams_5,cams_6,cams_7,cams_8,cams_9,cams_10,cams_11,cams_12,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,risc_1,risc_2,risc_3,risc_4,risc_5,risc_6,risc_7,risc_8,risc_9,risc_10,risc_11,grit_1,grit_2,grit_3,grit_4,grit_5,grit_6,grit_7,grit_8,mc_1,mc_2,mc_3,outro_experiences_1,outro_experiences_2,outro_experiences_3,outro_experiences_4,outro_experiences_5,outro_experiences_6,outro_experiences_7,outro_experiences_8,outro_experiences_9,previous_iq_score,agq_1,agq_2,agq_3,agq_4,agq_5,agq_6,agq_7,agq_8,agq_9,agq_10,agq_11,agq_12,agt_p_1,agt_p_2,agt_p_3,agt_p_4,agt_p_5,agt_p_6,agt_p_7,agt_p_8,agt_p_9,agt_p_10,agt_p_11,agt_p_12,iq_assessed,iq_importance,iq_confid_1,meditation,coffee,alcohol,drug,what1,what2,iq_final,iq_practice,iq_real,iq_warmup,ms_mean,se_mean,cams_mean,sc_mean,risc_mean,grit_mean,agq_sap,agq_sav,agq_oap,agq_oav,agq_tap,agq_tav,agt_p_sap,agt_p_sav,agt_p_oap,agt_p_oav,agt_p_tap,agt_p_tav,out_1,out_2,out_3
R_C2epkfC0D7QML8l,2,2019/04/29 17:56:39,2019/04/29 19:01:42,P-422-11,Male,21,Érettségi,1,Programtervezo Informatikus,Fixed,Control,5,5,6,5,3,2,2,3,2,2,4,3,4,3,3,2,3,4,4,2,5,4,4,2,2,1,2,3,2,2,2,2,3,2,1,1,3,2,3,2,4,2,4,4,2,4,3,3,4,2,3,4,3,3,2,4,2,5,2,2,4,3,2,2,4,3,2,4,NA,5,5,2,6,7,6,3,6,6,7,5,3,5,6,5,6,5,6,5,6,4,5,5,2,Nem,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Az, nyugodt körülmények között, egy laborban mennyire más az IQ teszt kitöltése és eredménye, illetve a teljesítményünk, mint az otthoni körülmények között ennek a kitöltése. Eloször kitöltöttünk valamilyet, majd kérdések után élesben is újrapróbálhattuk, ezáltalál kiderítve mennyit fejlodtünk a kérdések és a gyakorlás után.",Nem.,0.3333333333333333,0.11764705882352941,0.6666666666666666,0.6666666666666666,5.25,2,2.75,3,3,3.125,6.5,5,2.5,6,6,4.5,5.5,5.5,5,5,5,4,-0.9416206807429806,-0.37777800147143686,-0.2398875672630343
R_cIwy74Ad2TRvsuR,6,2019/05/02 17:58:05,2019/05/02 18:56:11,P-422-04,Female,24,Egyetem,3,koreai,Fixed,Control,4,2,3,3,3,2,3,3,3,3,4,3,3,3,3,2,4,3,4,4,4,4,3,4,3,3,2,4,3,2,3,2,2,2,2,2,2,2,2,3,3,2,2,3,3,4,3,2,3,2,2,2,3,2,2,3,3,4,5,2,4,2,3,5,2,4,3,4,NA,6,5,5,4,6,5,4,4,5,6,5,6,5,5,3,4,5,4,5,5,4,7,5,6,Nem,Fontos.,5,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Hogy kifejlesszenek egy otthon is elvégezheto IQ tesztet, ami ugyanolyan pontos, mint a laboratóriumi körülmények között végzett tesztek.",Nem.,0.6666666666666666,0.35294117647058826,0.75,0.6666666666666666,3,2.2222222222222223,2.9166666666666665,3.5,2.6363636363636362,2.375,5,5,4.5,5,6,5,5,5,4,4,6,5,0.22516198627565479,-0.5357005239836654,-0.1785501198355673
R_cxanUvh19fbgYql,6,2019/04/11 18:06:18,2019/04/11 19:32:26,P-422-24,Female,21,Folyamatban lévo egyetemi tanulmányok,3,logopédia,Fixed,Control,4,3,5,4,4,2,3,3,4,2,3,4,3,4,4,3,1,4,4,3,3,4,4,3,2,4,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,3,4,2,2,3,2,4,1,2,1,1,1,3,5,5,3,4,1,6,6,1,6,6,6,NA,5,5,5,6,6,5,5,5,6,6,6,5,5,5,5,6,6,6,5,5,5,5,6,5,Nem,Közepesen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Ez a teszt az intelligenciaszintet vizsgálta Stanford-féle intelligenciateszt segítségével. A vizsgálat alatt voltak feleletválasztós kérdések, de maga a teszt különbözo befelyezendo sorozatokból állt. Különféle összetett ábrákról kellett eldönteni, hogy melyik lehet a soron következo.","Számomra nem volt különös, mert már láttam példafeladatokat, de még sosem oldottam meg. Néhány esetben elég különös válaszlehetoségek közül kellett választani, illetve nagyon összetettek voltak az ábrák.",0.3333333333333333,0.17647058823529413,0.4166666666666667,0.3333333333333333,4,2,3.25,3.1666666666666665,2.5454545454545454,1.875,5.5,5.5,5,5.5,5.5,5.5,5.5,5.5,5,5.5,5,5.5,1.6313465208910756,-0.0680869509155562,1.5152478052042586
R_d0iHWtRwmnZsF0Z,6,2020/03/05 17:49:47,2020/03/05 19:00:10,P-402-01,Female,25,Folyamatban lévo egyetemi tanulmányok,5,gyógypedagógia,Growth,Control,4,4,4,4,3,3,4,4,4,3,3,4,3,3,3,3,2,3,4,4,3,3,4,4,4,3,1,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1,3,3,3,3,3,4,2,3,2,2,2,4,3,4,1,3,1,4,1,4,4,2,4,3,4,3,7,6,2,6,7,6,3,4,6,7,7,7,6,7,2,6,5,6,2,4,6,6,6,6,Igen,Fontos.,4,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A tanulmányaim okán vannak bizonyos információim arról, pontosan hogyan muködik egy intelligencia teszt, ez valamilyen mértékben determinálja a gondolataimat ezen a téren. Az intelligencia egy adatokban mérheto terület, és ehhez megfeleloek ezek a fajta feladatok, amelyek az alapveto kognitív képességeket mérik - gondolkodási muveletek, úgymint összefüggések meglátása, következtetés, a szükséges információ kiszurése és alkalmazása, valamint a haszontalan információ kiszelektálása, több választható lehetoség közül a megfelelo megtalálása, stb. Ezek mérheto gondolkodási területek, hiszen lekövetheto muveletekrol van szó, melyek muködése befolyásolja a világról való gondolkodásunkat is - hiszen nagyban számít, hogyan szurjük és dolgozzuk fel az információt, hogyan vonunk le következtetéseket azzal kapcsolatban, végül milyen ítéleteket és döntéseket hozunk meg bizonyos élethelyzetekben. Képesek vagyunk-e megadott információk alapján következtetni az ismeretlenre.","Habár a tájékoztatás szerint egyre nehezednek a feladatok, többször éreztem úgy, hogy a nehezebb etapban valójában elbújt egy-két könnyebb feladat - de ez következhet abból is, hogy objektíven nem volt könnyebb a feladat, inkább számomra volt kedvezobb, olyan területek voltak szükségesek a megoldásához, amelyek esetemben magasabban funkcionálnak.",0.5833333333333334,0.35294117647058826,0.8333333333333334,0.75,4,2,3.3333333333333335,3.1666666666666665,2.6363636363636362,2.75,5.5,6.5,2.5,6,7,6.5,4.5,6.5,2,6,6,6,0.19573170355870825,-1.1757378231175155,-0.1868340434833299
R_dhjfI9Y0PoWnaeJ,2,2019/10/10 17:31:03,2019/10/10 19:04:52,P-422-01,Female,19,Folyamatban lévo egyetemi tanulmányok,0,Germanisztika,Growth,Mindfulness,6,5,6,5,4,1,3,2,4,3,2,3,4,4,3,4,2,5,5,4,5,5,5,4,5,2,2,5,3,3,3,3,3,3,2,3,3,2,3,4,3,3,1,4,4,3,4,2,2,1,1,1,1,1,1,1,4,1,2,3,3,2,1,1,6,1,1,3,NA,5,5,1,4,7,1,1,2,1,7,7,5,7,7,1,6,7,1,1,6,1,7,7,5,Nem,Különösen fontos.,6,Soha,Semennyit.,Egy egységnyit fogyasztottam.,"Nem, nem használtam.","Úgy gondolom, hogy mint ahogyan a kutatás címében is benne van, természetesen az emberek intelligencia szintjét szándékozták felmérni, valamint azt, hogy a feladatok közben milyen mértékben képes a kitölto az érzelmeit kizárni, háttérbe szorítani és ezáltal tiszta fejjel gondolkodni. Azonban a légzo- vagy meditációsgyakorlat a teszt során számomra arra kíván következtetni, hogy azt is vizsgálják, hogyan teljesít a kitölto miután teljesen ráhangolódott a feladatra érzelmileg és fizikailag is. Ezáltal arra is kiváncsiak voltak, hogy a kitölto érzelmi világa befolyásolja-e a koncentrációs képességét.",Nem.,0.5833333333333334,0.11764705882352941,0.5,0.5833333333333334,5.5,2.888888888888889,3.0833333333333335,4.083333333333333,3,1.125,4.5,6,1,1,6,4.5,6.5,7,1,1,7,5.5,-1.8891150718803813,0.1366353248895457,-1.0668753992644755
R_DioZKuPO0l8iBTH,1,2019/10/28 17:16:07,2019/10/28 18:38:49,P-402-10,Female,20,Folyamatban lévo egyetemi tanulmányok,2,Muszaki menedzser,Fixed,Mindfulness,5,4,5,5,4,2,3,4,4,2,4,3,4,4,4,2,4,4,4,3,5,5,4,4,2,4,2,5,3,3,3,2,3,2,2,2,2,3,2,4,3,4,3,3,2,2,2,3,3,3,4,2,3,2,3,3,4,3,3,3,4,3,6,5,2,4,5,3,NA,4,6,4,6,3,6,5,6,6,6,6,6,6,6,5,6,6,6,5,6,5,6,6,6,Nem,Fontos.,4,Heti egyszer,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatók célja ebben a vizsgálatban a teljesítményünk vizsgálata volt laboratóriumi körülmények között, mert így egy validabb eredményt kapnak.",Nem.,0.6666666666666666,0.058823529411764705,0.9166666666666666,0.4166666666666667,4.75,2.4444444444444446,3.3333333333333335,3.8333333333333335,2.8181818181818183,2.875,4.5,6,4.5,6,5,6,6,6,5,5.5,6,6,0.893762072910939,0.12487906735940682,-0.9955697830582159
R_DjBrHttIgmWpOqR,13,2019/10/03 17:34:13,2019/10/03 18:51:19,422-10,Female,22,Folyamatban lévo egyetemi tanulmányok,6,Kémia BSc,Growth,Mindfulness,5,4,4,4,4,2,3,3,3,4,3,3,3,3,3,4,3,4,4,3,3,3,4,3,4,3,3,4,2,2,2,2,2,2,1,1,1,3,2,3,3,2,3,3,3,2,3,2,3,3,2,1,3,2,2,2,5,2,3,1,6,1,4,4,3,4,4,3,NA,5,6,4,5,5,4,4,4,4,5,5,5,5,5,4,5,5,4,4,5,4,5,5,4,Nem,Fontos.,5,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Szerintem a vizsgálat célja az volt, hogy megtudjuk mennyire sikeresen ismeri fel az ember a ""rejtett"" szabályokat/sémákat, és ezeket a kitöltött személy önmagáról megadott képével összevetve egy pontosabb modell/teszt elkészítése.",Nem igazán.,0.6666666666666666,0.6470588235294118,0.9166666666666666,0.75,4.25,1.6666666666666667,3.1666666666666665,3.4166666666666665,2.6363636363636362,2.25,4.5,5.5,4,4,5,5,5,5,4,4,5,4.5,0.20078889690598056,-1.292706889940613,-1.0243390442654146
R_DNxB1bn8YvVRFQt,10,2019/10/21 17:26:27,2019/10/21 18:48:16,P-402-17,Female,20,Folyamatban lévo egyetemi tanulmányok,2,Szociális munka,Fixed,Control,6,6,6,6,2,2,2,2,4,1,3,3,3,3,4,1,4,5,5,4,5,5,5,3,2,3,4,5,3,3,2,3,3,3,3,3,3,2,1,4,1,4,1,4,2,2,4,3,5,1,3,1,3,3,3,1,4,5,1,2,5,1,2,2,4,4,2,4,2,7,2,1,7,3,6,1,2,4,7,7,2,7,7,1,7,3,4,1,5,7,6,7,3,Igen,Különösen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","mennyire befolyásolhatja a koffein, alkohol vagy egyéb tudatmódosító szer az agy muködését, iq szintet
aki átlagnál alacsonyabb iq-val rendelkezik,. fogasztott-e alkoholt vagy más agyra káros szert az elmúlt 24 órában",Nem.,0.4166666666666667,0.47058823529411764,0.8333333333333334,0.5833333333333334,6,2.888888888888889,2.5,4.166666666666667,2.5454545454545454,2.5,2.5,4.5,1,5,7,4.5,4,7,1,5.5,6.5,5,-0.7943030609758704,-0.6325853762670502,-0.2387632178797835
R_DS30fMvM0E8RoFX,17,2019/10/28 17:17:01,2019/10/28 18:45:18,P-402-18,Female,42,Egyetem,2,emberi eroforrás tanácsadó,Fixed,Mindfulness,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,3,4,3,4,2,4,4,3,1,1,4,2,2,3,3,3,2,2,3,2,3,2,3,4,4,4,4,3,3,4,3,2,1,1,1,2,1,2,1,5,1,3,4,3,4,1,1,5,1,1,2,2,7,6,4,7,7,6,6,6,6,7,7,6,7,7,6,6,7,6,6,6,6,7,7,6,Igen,Közepesen fontos.,4,Soha,Három csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Azt vizsgálják, hogy laborkörülmények vagy az otthoni környezetben eredményesebb-e a vizsgálat.",Nagyon egysíkú feladatok megoldásán alapul.,0.3333333333333333,0.7647058823529411,0.9166666666666666,0.5833333333333334,4,2.4444444444444446,3.5833333333333335,3.0833333333333335,3.3636363636363638,1.375,6.5,6.5,5,6,7,6.5,6.5,7,6,6,7,6,-1.8061807556530625,0.921446873948816,-1.9050506010701045
R_DvhNFRnwYKMOdmF,8,2019/04/29 17:58:23,2019/04/29 19:07:53,P-422-22,Male,21,Folyamatban lévo egyetemi tanulmányok,3,alkalmazott közgazdaságtan,Fixed,Control,2,1,2,2,2,3,3,4,2,2,2,3,3,3,2,2,2,3,4,2,2,3,5,1,2,3,1,3,2,2,1,2,1,1,1,1,2,2,2,3,3,2,1,3,2,2,3,4,5,3,5,3,3,5,3,4,3,3,5,1,6,1,6,6,2,6,5,6,NA,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,Nem,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Ugyan azt írtam, hogy nem végeztek még rajtam IQ tesztet, de egy online MENSA tesztet már megcsináltam, ahol ugyanilyen jellegu feladatatok voltak, ott viszont 5 perc állt rendelkezésre. Szerintem ez a 45 másodperc egyfajta stresszhelyzet megteremtésérol szólt, maga a teszt pedig arról szólhatott, hogy egyes személyiségjegyekkel rendelkezo emberekre mekkora IQ a jellemzo (már ha van összefüggés).","A fentebb említettet, hogy számomra kevés volt a 45 másodperc, több feladatnál is úgy éreztem, hogy plusz fél perc is segített volna akár a helyes válasz megtalálásában. A másik különös dolog az volt, hogy a bemelegíto nekem nehezebbnek tunt, mint maga a teszt.",0.5,0.4117647058823529,0.75,0.4166666666666667,1.75,1.4444444444444444,2.5833333333333335,2.5833333333333335,2.4545454545454546,3.875,5.5,7,7,7,7,7,5.5,7,7,7,7,7,1.3934475576600123,-1.3640225873746759,1.5061191292881886
R_DVuSsc2X0fc9PTH,2,2019/09/26 16:06:36,2019/09/26 18:46:54,P-402-03,Female,21,Érettségi,2,Óvodapedagógus,Growth,Mindfulness,3,5,5,4,4,1,1,1,4,3,3,3,3,4,3,4,1,2,2,3,3,5,4,1,1,3,1,1,3,3,3,3,3,2,1,3,3,1,4,3,3,4,1,3,4,3,4,1,3,3,3,1,2,2,1,1,3,3,2,2,3,2,3,2,2,4,4,4,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Igen,Fontos.,5,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat, és a kutatók célja is az volt, hogy felmérje a résztvevo teszt csoport intelligencia szintjét, illetve az azt befolyásoló érzelmeket, körülményeket.","Úgy kifejezetten érdekes dolgot nem, viszont volna egy meglátásom: véleményem szerint az is nehezíto körülmény lehet, hogy ezt a tesztet egy kora esti idopontban végeztük el. Úgy gondolom a kitöltok nagy része iskolában/munkahelyen volt a nap folyamán, ahol természetesen kifáradt, így persze nem tud úgy koncertrálni, mintha elotte csak pihent volna, és ez lenne az egyetlen dolga aznap.",0.4166666666666667,0.11764705882352941,0.4166666666666667,0.25,4.25,2.6666666666666665,2.8333333333333335,2.25,2.8181818181818183,2,7,7,7,7,7,7,7,7,7,7,7,7,-0.1806908126729958,-0.3371925017568739,-0.23851783321622833
R_e51lV0OO1f63G4F,1,2020/02/17 17:55:52,2020/02/17 18:55:57,P-402-19,Female,22,Folyamatban lévo egyetemi tanulmányok,1,anglisztika,Fixed,Control,3,3,4,4,3,2,2,2,4,3,3,3,3,3,3,3,3,3,3,2,4,4,3,2,3,4,3,4,3,3,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,3,3,2,3,4,3,1,2,2,3,3,4,3,4,3,3,1,4,5,3,4,3,3,NA,5,6,4,4,6,4,4,5,4,5,6,5,5,5,4,5,5,4,4,5,4,6,6,5,Igen,Fontos.,4,Havonta,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Szerintem az volt a célja, hogy egy steril környezetben, ahol most épp vagyunk, megvizsgálhassa, hogy meghatározott ido alatt, milyen teljesítményt tudunk nyújtani. Ábrák segítségével, maximum 45 másodperc alatt kellett megválaszolni, mi illik az üres helyre.","Másra számítottam, és nem gondoltam volna, hogy csak ábrák lesznek. A hanganyagok érdekes kikapcsolódást nyújtottak a feladatok közben.",0.5,0.058823529411764705,0.9166666666666666,0.75,3.5,2.2222222222222223,2.8333333333333335,3.1666666666666665,3.1818181818181817,2.625,5.5,6,4,4,5,4.5,5,5.5,4,4,5.5,5,0.25839953461562376,-0.04829926620879888,-1.004124739883507
R_eIJVB6DKf3tbe9z,5,2019/10/28 17:16:03,2019/10/28 19:02:19,P-402-07,Male,20,Érettségi,0,BÖLCSÉSZ,Fixed,Mindfulness,4,4,4,4,2,2,3,2,3,2,4,3,3,3,2,2,4,5,4,3,5,4,5,2,3,4,3,5,3,2,3,2,3,2,2,3,3,2,4,4,2,3,4,3,3,4,3,2,3,2,2,2,2,1,3,3,5,2,3,1,4,1,5,4,2,3,3,5,NA,6,1,2,6,7,6,2,4,6,7,7,6,6,6,1,6,4,1,1,1,1,6,7,6,Nem,Fontos.,5,Havonta,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Nehéz szavakba önteni. Mindenképp éreztem azt hogy sokszor fel kell fedezni valami új logikát a feladatok megoldásához. Tudni kell elrugaszkodni és több szemszögbol megközelíteni. Balról jobbra haladva jobbról balr. Valami kimarad valami összeadódik. Ha valaki ezt jól átlátja biztos dolga lehetett, bár úgy érzem memória és a nyomás alatt teljesítés is benne volt a pakliban.","Érdekes volt a felépítése. Pl.a tények közlése az elején,, az, hogy elso teszt adag és tények után újra rákérdeztek, vajon mennyire változtatható szerinted az IQ.
Ezenkívül úgyérzem a meditatív állapot jó hatással volt a teszt kitöltésére, segítette. Bár még nem vettem részt IQ tesztben de ezt szokatlannak véltem. 
Érdekes volt, hogy az egész IQ teszt egyfajta önértékelés teszttel is mintha egybe lett volna kötve",0.4166666666666667,0.29411764705882354,0.8333333333333334,0.5833333333333334,4,2.5555555555555554,2.5833333333333335,3.9166666666666665,3.090909090909091,2.25,5.5,4,2,6,6.5,6,2.5,6.5,1,1,6,6,0.20915664412682758,-1.1931318266715967,0.6780086209915924
R_O9YNdih8sR6cVK9,1,2020/02/24 17:46:45,2020/02/24 18:47:31,03,Male,21,Folyamatban lévo egyetemi tanulmányok,3,Földtudomány,Growth,Control,5,5,5,5,3,2,3,3,3,2,3,2,3,2,2,3,3,2,4,2,4,4,4,1,3,4,2,4,3,3,2,3,3,2,2,1,2,3,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,3,3,3,2,2,2,4,3,5,5,1,5,1,4,2,NA,7,7,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Nem,Különösen fontos.,4,Egy héten többször,"Több, mint öt csészével.",Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Kellett egy nagyobb csoport, akikbol késobb statisztikát tudnak készíteni, és vonzónak találták, hogy néhány kreditért meghírdetik tantárgynak, így egy reprezentatív képet is kapnak a diákokról, megvan a kívánt mennyiségu adat, és a statisztikát fel lehet majd használni egyéb dolgokra.","Párszor fura volt a számozás, nem igazán lineáris, illetve egy kérdés legalább volt kétszer.",0.16666666666666666,0.058823529411764705,0.6666666666666666,0.75,5,2.3333333333333335,2.5833333333333335,3.0833333333333335,3.909090909090909,2.75,4,5.5,3,4,5.5,4,4,4,4,4,4,4,-0.8533548313882193,1.0226283117998236,-1.886084623546732
R_OBGHZGgfgyhxNGF,6,2019/09/26 17:20:09,2019/09/26 19:02:56,P-422-19,Female,22,Folyamatban lévo egyetemi tanulmányok,4,gyógypedagógia BA,Growth,Control,4,4,4,4,2,2,2,3,2,1,4,3,2,3,4,2,2,3,2,1,3,4,4,1,2,3,3,2,2,2,2,2,2,1,1,1,3,3,3,3,4,3,4,3,3,2,3,2,4,3,4,3,4,4,3,4,3,2,3,3,5,4,5,6,3,5,5,5,NA,6,6,4,4,4,5,4,1,5,4,5,4,5,5,4,5,4,5,4,1,5,4,5,4,Nem,Valamennyire fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A Stanford-Raven intelligencia szintet méro teszt online változatának tesztelése történt, melynek egy része a mi csoportunk laboratóriumi környezetben történo tesztkitöltése. A csoportunk teljesítménye  egy másik csoporthoz - mely otthoni környezetben végezte el a tesztet- történo összehasonlításhoz szükséges tényezo a kísérletben. Azt szeretnék megtudni, hogy az otthoni kitöltés ugyanolyan eredményes-e, mint a laboratóriumi környezetben végzett megoldás, vagyis hogy az otthoni körmyezet befolyásolja-e a tesztkitöltést, és hogy lehetséges-e a jövoben ezen intelligencia tesztet otthoni környezetben elvégezni úgy, hogy megbízható eredmény szülessen.",Nem vettem észre.,0.5833333333333334,0.29411764705882354,0.8333333333333334,0.4166666666666667,4,1.7777777777777777,2.5,2.5,3,3.625,2.5,5.5,4,5,5,4,2.5,5,4,5,4.5,4.5,0.9778764769242996,0.11129386572057544,0.6586555751841783
R_OHzbGtjuGyVcIhP,5,2020/03/02 17:57:28,2020/03/02 19:00:50,402-02,Female,38,Folyamatban lévo egyetemi tanulmányok,1,emberi eroforrás tanácsadó MA,Growth,Mindfulness,5,3,4,2,4,1,2,2,4,2,3,3,4,4,4,3,2,3,5,4,3,5,4,3,3,4,3,3,3,3,3,2,3,3,3,3,3,2,3,4,2,4,4,4,3,3,4,2,4,2,3,2,2,2,1,1,5,1,4,4,4,2,4,3,3,2,2,5,2,6,7,3,3,7,4,3,5,4,6,6,1,7,7,3,5,7,3,3,6,4,6,7,1,Igen,Közepesen fontos.,4,Havonta,Egy csészével.,Egy egységnyit fogyasztottam.,"Nem, nem használtam.","'- milyen az alany IQ szintje
- különbözoképpen oldja e meg az alternatív, mint az éles feladatokat, egyáltalán tölt e idot a gyakorlással
- van e türelme végighallgatni az audiót (meditáció) vagy továbblép
- mennyire gyorsan illetve pontosan válaszol meditáció elott és után","'- meditációs feladat, illetve más audió is volt közben
- gyakorló feladatok is, alternatív is",0.5,0.29411764705882354,0.5,0.6666666666666666,3.5,2.888888888888889,3,3.5,3.1818181818181817,2.125,6,6.5,3,4,6,2,6.5,7,3,3.5,6.5,3,-0.49832992534408943,0.6058153562295032,0.6802411071015282
R_p4wOQzmasO1Xd9n,2,2020/02/20 17:49:25,2020/02/20 19:00:40,P-402-01,Male,24,Folyamatban lévo egyetemi tanulmányok,9,biztosítási és pénzügyimatematika,Fixed,Control,4,4,4,4,3,1,2,3,2,3,3,4,3,3,3,3,4,4,5,4,4,4,5,4,2,2,1,3,2,2,2,2,3,2,1,3,3,2,2,1,4,3,2,3,3,4,4,2,3,2,3,1,2,1,1,1,5,1,3,2,4,4,2,3,3,4,2,3,NA,6,4,2,2,7,2,2,5,2,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,Nem,Közepesen fontos.,3,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat célja szerintem az volt, hogy az érzelmek hatását vizsgáják az intelligencia alakulására. Ezt úgy próbálták megvalósítani, hogy ismertették a szakmai hátterét, eloidézték a szituációt és lemérték az eredményt.
Közben volt egy kis informatív rész, ami alapvetoen a stressz szintjének csökkentésére irányult. (Monoton, nyugodt, kimért hang, relaxációs szünetekkel.) És ezt szolgálták a plusz feladatok is, nem a megoldás volt a cél, hanem az izgalom csökkentése.",Nem.,0.6666666666666666,0.058823529411764705,0.6666666666666666,0.5833333333333334,4,2.2222222222222223,2.75,3.5,2.727272727272727,1.75,6,5,2,2,6,4,2,2,2,2,2,2,-0.5320562825421373,-0.2943799129572436,-1.079048969868515
R_p9rgFYWsmVs2Ivv,17,2019/11/04 17:27:00,2019/11/04 18:41:16,P-402-19,Male,19,Folyamatban lévo egyetemi tanulmányok,0,"Osztatlan tanári szak, angol-történelem",Growth,Mindfulness,5,6,6,5,4,2,4,1,3,1,1,3,1,2,3,4,5,2,5,5,3,2,4,5,2,1,3,2,3,2,3,2,3,2,3,2,3,4,4,4,4,4,2,4,4,2,3,1,3,2,2,3,3,1,2,4,4,2,1,2,3,1,1,1,4,1,1,4,NA,5,7,4,5,1,5,4,1,5,6,7,2,5,7,4,5,1,4,4,5,5,6,6,5,Nem,Fontos.,5,Soha,Semennyit.,Egy egységnyit fogyasztottam.,"Nem, nem használtam.","Felmérni, hogy milyen egy laboratóriumi környezetben kitölteni egy IQ teszet.",Nem igazan vettem észre bármi különös dolgot.,0.5,0.6470588235294118,0.75,0.5833333333333334,5.5,2.5555555555555554,2.4166666666666665,3.25,3.272727272727273,2.5,1,7,4,5,5.5,3.5,3,6.5,4,4.5,5.5,5,-1.6597946517369688,-0.47804643032926597,-0.21496715584016518
R_pnq3jrpcFnyUged,1,2020/03/09 17:51:14,2020/03/09 18:46:37,P-402-15,Female,21,Folyamatban lévo egyetemi tanulmányok,1,magyar-történelem osztatlan tanári,Growth,Mindfulness,2,2,3,3,3,2,1,1,3,2,1,3,4,4,2,2,1,5,2,1,2,1,3,1,1,1,2,3,2,2,2,1,1,2,2,1,1,2,1,1,3,2,4,4,3,3,2,1,4,4,3,3,3,3,2,3,1,2,5,6,1,6,6,6,1,5,6,3,NA,5,5,6,7,7,7,7,7,7,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nem,Különösen fontos.,2,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Ha összpontosítunk, akkor mennyire tudjuk helyesen elvégezni a feladatokat. Szükséges-e a nyugodt állapot a teszt elvégzésére.",Mintha az EQ-t is mérték volna.,0.5,0.058823529411764705,0.5,0.4166666666666667,2.5,1.5555555555555556,2.3333333333333335,1.9166666666666667,2.3636363636363638,3.125,7,6,6.5,7,4.5,4.5,NA,NA,NA,NA,NA,NA,1.4377532409613474,2.2956172076184234,-1.0084280118230655
