response_id,extra_tasks,start_date,end_date,comput_id,gender,age,education,term_no,field,mindset,intervention,ms_1,ms_2,ms_3,ms_4,cams_1,cams_2,cams_3,cams_4,cams_5,cams_6,cams_7,cams_8,cams_9,cams_10,cams_11,cams_12,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,risc_1,risc_2,risc_3,risc_4,risc_5,risc_6,risc_7,risc_8,risc_9,risc_10,risc_11,grit_1,grit_2,grit_3,grit_4,grit_5,grit_6,grit_7,grit_8,mc_1,mc_2,mc_3,outro_experiences_1,outro_experiences_2,outro_experiences_3,outro_experiences_4,outro_experiences_5,outro_experiences_6,outro_experiences_7,outro_experiences_8,outro_experiences_9,previous_iq_score,agt_p_1,agt_p_2,agt_p_3,agt_p_4,agt_p_5,agt_p_6,agt_p_7,agt_p_8,agt_p_9,agt_p_10,agt_p_11,agt_p_12,iq_assessed,iq_importance,iq_confid_1,meditation,coffee,alcohol,drug,what1,what2
R_9ZXSXtZt41pk4Fz,16,2020/02/27 17:46:38,2020/02/27 19:00:29,402-01,Female,20,Folyamatban lévo egyetemi tanulmányok,1,Anglisztika,Growth,Mindfulness,2,5,2,2,4,4,4,3,4,2,1,4,3,4,4,4,5,4,3,2,2,4,3,5,5,1,5,3,2,2,2,1,2,1,1,2,2,2,3,3,4,3,4,4,4,3,4,1,3,3,2,5,2,2,5,5,4,4,3,1,3,2,4,4,2,3,2,4,NA,4,7,5,7,7,7,5,7,6,4,7,4,Nem,Különösen fontos.,3,Havonta,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatók célja az volt, hogy összehasonlítsák az emberek teljesítoképességét nyugodt, otthonos, illetve laboratóriumi körülmények között.",Nem vettem észre semmi különöset.
R_AGSeymptcODbGTf,1,2019/05/13 17:58:24,2019/05/13 18:52:48,P-422-10,Female,24,Folyamatban lévo egyetemi tanulmányok,5,informatikus könyvtáros,Fixed,Mindfulness,3,5,2,2,3,2,3,2,3,4,4,2,3,2,2,4,5,3,5,5,3,1,4,5,5,2,5,5,3,2,3,3,3,1,1,3,3,3,2,3,3,1,3,4,2,2,2,3,5,2,5,3,4,4,2,2,1,1,3,4,1,4,1,2,5,3,3,6,NA,6,7,7,7,7,7,7,7,7,7,7,7,Nem,Fontos.,3,Soha,"Több, mint öt csészével.",Egyáltalán nem fogyasztottam.,"Nem, nem használtam.",Meddig tudjuk összpontosítani a figyelmünket. Mi ösztönöz a jobb teljesítményre.,Az egyik hangfelvételnél készség helyett képességet mond :D (vagy fordítva)
R_AKH11T2GIIxNZGV,5,2019/04/11 18:10:30,2019/04/11 19:15:30,422-01,Female,21,Folyamatban lévo egyetemi tanulmányok,3,germanisztika,Fixed,Mindfulness,3,5,3,5,1,2,1,1,1,4,3,1,2,3,2,1,5,2,1,4,2,3,4,5,5,2,5,5,3,2,2,1,2,1,1,2,3,1,2,4,2,1,3,2,3,3,1,3,4,1,3,2,4,4,2,1,1,4,4,2,4,2,5,6,2,5,5,3,3,6,7,2,6,4,2,2,6,4,6,7,6,Igen,Különösen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat az intelligenciát mérte nem otthoni körülmények között. Azért volt fontos a kísérlet, hogy meg tudják vizsgálni, hogy jobban teljesít-e az ember ilyen körülmények között, mint otthon.","Számomra szokatlanul hirtelen változott a kérdések nehézsége, illetve a szokásos egy perc helyett csak 45 másodperc állt a rendelkezésemre. Ez stresszesebbé is tett, emiatt nehezebben tudtam a feladatra koncentrálni, mert folyamatosan attól féltem, hogy lejár az ido. Emiatt szerintem rosszabul is teljesítettem, mint ahogy tudtam volna."
R_bkFjh3Na4qzMWoV,4,2019/09/26 16:00:31,2019/09/26 18:52:27,P-402-08,Male,20,Folyamatban lévo egyetemi tanulmányok,2,Programtervezo informatikus,Growth,Mindfulness,3,4,3,3,3,2,4,4,1,3,2,2,2,4,4,4,4,5,5,2,5,4,3,3,1,4,4,2,3,2,0,3,1,1,2,3,0,4,4,3,1,3,4,4,3,4,4,4,4,4,4,2,5,3,3,2,4,1,4,2,4,2,5,2,2,6,5,4,NA,2,2,2,4,7,2,2,1,2,7,2,7,Nem,Valamennyire fontos.,4,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A teszt számomra legikább arról szólt, hogy kapcsolatot keressek az adott ábrákban és próbáljam meg kitalálni, hogy kerülhet az üres négyzet helyére.
A kutatók célja pedig, hogy bebizonyítsák, hogy pontos a teszt laboratóriumi körülmények között, hogy összevethessék az otthon tesztelokével.","A képek élessége néhány tesztnél problémát okozott nekem, illetve a feladatok nagyon repetatívak voltak egy ido után."
R_BttZWGrNo1Md55v,4,2019/11/28 17:26:43,2019/11/28 18:42:19,P-402-13,Male,24,Folyamatban lévo egyetemi tanulmányok,8,Matematika-földrajz tanárszakos,Fixed,Control,2,4,2,3,3,4,2,1,2,3,4,3,2,3,3,2,3,3,4,4,2,4,2,4,5,2,2,2,2,1,2,2,2,0,0,2,2,2,3,3,2,1,1,1,1,1,2,1,4,4,4,2,5,5,4,1,1,4,4,4,2,5,5,6,3,2,2,5,NA,5,7,7,7,7,7,7,7,7,7,7,7,Nem,Fontos.,3,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatás célja az, hogy a meglevo kidolgozott IQ tesztet leteszteljék, hogy mennyire befolyásolja a környezet, mennyire befolyásolja az a kitöltot, hogy mi veszi körül, van-e hangzavar stb.","A legérdekesebb számomra az volt, hogy nem volt semmilyen kérdés azzal kapcsolatban, hogy a kitölto éppen milyen állapotban van. Pl.: mennyit aludt, kipihent-e stb. :) Magam esetében tudom, hogy pl. nagyon keveset volt lehetoségem pihenni az utóbbi napokban, így szinte semennyire sem tudtam koncentrálni, így lehet, hogy kicsit fals eredmény születik, és éppen más tulajdonsággal kötik ezt össze."
R_BufZeZOmtIH5OCJ,2,2020/03/05 18:00:10,2020/03/05 18:57:42,P-402-08,Female,24,Egyetem,1,Emberi Eroforrás Tanácsadó Mesterszak,Growth,Control,2,5,3,3,3,2,2,1,2,2,2,2,2,2,3,3,4,3,3,4,3,3,3,4,4,3,5,4,2,2,2,2,1,1,1,2,2,2,3,2,3,1,4,3,3,2,1,1,3,4,3,4,3,3,5,5,3,4,2,4,3,4,4,4,3,6,5,4,NA,5,7,4,5,6,5,4,4,6,6,6,6,Nem,Fontos.,4,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","
A vizsgálat arról szólhatott, hogy milyen szinvonalon töltenénk ki a tesztet nem otthoni környezetben. Továbbá még az is lehetett a cél, hogy össze tudják hasonlítani a két környezetben milyen szinten teljesítenek.","Az idoszámláló sokkal nagyon stresszélményt nyújtott, mint amire számítottam."
R_BVREPGQnn9Nqj7j,16,2020/02/24 17:44:34,2020/02/24 19:09:37,P-402-02,Male,25,Folyamatban lévo egyetemi tanulmányok,8,Programtervezo Informatikus,Fixed,Control,5,3,5,5,3,3,3,3,2,2,2,2,4,3,3,3,3,4,4,2,4,4,4,3,3,3,3,2,2,2,1,2,1,2,2,1,1,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,5,5,1,5,1,4,4,2,2,2,5,3,5,5,5,5,5,5,5,5,5,6,5,6,Igen,Fontos.,4,Egy héten többször,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.",A kulonbozo helyzetek hogyan hatnak a feladatmegoldo keszsegre.,"Volt olyan feladat, ami tobbszor visszajott"
R_By1VS4yp2LiZQtP,13,2019/11/28 17:20:19,2019/11/28 18:37:15,P-402-10,Female,18,Folyamatban lévo egyetemi tanulmányok,0,pszichológia,Growth,Control,4,3,5,4,3,3,2,3,4,3,2,2,3,2,3,3,3,3,2,5,4,4,2,3,4,3,2,3,2,2,1,2,1,2,1,1,2,4,2,2,3,1,2,1,2,2,2,1,2,2,3,2,2,4,3,2,2,2,3,4,3,4,4,4,2,5,5,5,NA,4,5,1,2,2,1,1,1,1,4,4,3,Igen,Közepesen fontos.,4,Havonta,Három csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat célja azt hiszem az volt, hogy megvizsgálja, hogyan teljesít az alany stresszhelyzetben, kevésbé stresszhelyzetben és hogyan értékeli saját teljesítményét.",Nem.
R_C2epkfC0D7QML8l,2,2019/04/29 17:56:39,2019/04/29 19:01:42,P-422-11,Male,21,Érettségi,1,Programtervezo Informatikus,Fixed,Control,2,5,1,2,3,3,2,3,2,3,1,3,4,3,3,2,3,4,4,4,5,4,4,4,4,1,4,3,2,2,1,2,0,2,1,2,0,2,3,2,4,2,4,4,2,4,3,3,4,4,3,2,3,3,4,2,2,5,2,2,4,3,2,2,4,3,2,4,NA,5,6,5,6,5,6,5,6,4,5,5,2,Nem,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Az, nyugodt körülmények között, egy laborban mennyire más az IQ teszt kitöltése és eredménye, illetve a teljesítményünk, mint az otthoni körülmények között ennek a kitöltése. Eloször kitöltöttünk valamilyet, majd kérdések után élesben is újrapróbálhattuk, ezáltalál kiderítve mennyit fejlodtünk a kérdések és a gyakorlás után.",Nem.
R_cIwy74Ad2TRvsuR,6,2019/05/02 17:58:05,2019/05/02 18:56:11,P-422-04,Female,24,Egyetem,3,koreai,Fixed,Control,3,2,4,4,3,3,3,3,3,2,1,3,3,3,3,2,2,3,4,2,4,4,3,2,3,3,4,2,3,2,0,2,1,2,2,1,1,2,2,3,3,2,2,3,3,4,3,2,3,4,2,4,3,2,4,3,3,4,5,2,4,2,3,5,2,4,3,4,NA,5,5,3,4,5,4,5,5,4,7,5,6,Nem,Fontos.,5,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Hogy kifejlesszenek egy otthon is elvégezheto IQ tesztet, ami ugyanolyan pontos, mint a laboratóriumi körülmények között végzett tesztek.",Nem.
R_cxanUvh19fbgYql,6,2019/04/11 18:06:18,2019/04/11 19:32:26,P-422-24,Female,21,Folyamatban lévo egyetemi tanulmányok,3,logopédia,Fixed,Control,3,3,2,3,4,3,3,3,4,3,2,4,3,4,4,3,5,4,4,3,3,4,4,3,4,4,3,3,2,2,1,2,1,2,2,1,1,3,2,3,2,3,2,2,3,4,2,2,3,4,4,5,2,1,5,5,3,5,5,3,4,1,6,6,1,6,6,6,NA,5,5,5,6,6,6,5,5,5,5,6,5,Nem,Közepesen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Ez a teszt az intelligenciaszintet vizsgálta Stanford-féle intelligenciateszt segítségével. A vizsgálat alatt voltak feleletválasztós kérdések, de maga a teszt különbözo befelyezendo sorozatokból állt. Különféle összetett ábrákról kellett eldönteni, hogy melyik lehet a soron következo.","Számomra nem volt különös, mert már láttam példafeladatokat, de még sosem oldottam meg. Néhány esetben elég különös válaszlehetoségek közül kellett választani, illetve nagyon összetettek voltak az ábrák."
R_d0iHWtRwmnZsF0Z,6,2020/03/05 17:49:47,2020/03/05 19:00:10,P-402-01,Female,25,Folyamatban lévo egyetemi tanulmányok,5,gyógypedagógia,Growth,Control,3,4,3,3,3,2,4,4,4,2,2,4,3,3,3,3,4,3,4,2,3,3,4,2,2,3,5,3,2,2,1,2,1,2,2,1,1,3,3,3,2,2,1,3,3,3,3,3,4,4,3,4,2,2,2,3,4,1,3,1,4,1,4,4,2,4,3,4,3,6,7,2,6,5,6,2,4,6,6,6,6,Igen,Fontos.,4,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A tanulmányaim okán vannak bizonyos információim arról, pontosan hogyan muködik egy intelligencia teszt, ez valamilyen mértékben determinálja a gondolataimat ezen a téren. Az intelligencia egy adatokban mérheto terület, és ehhez megfeleloek ezek a fajta feladatok, amelyek az alapveto kognitív képességeket mérik - gondolkodási muveletek, úgymint összefüggések meglátása, következtetés, a szükséges információ kiszurése és alkalmazása, valamint a haszontalan információ kiszelektálása, több választható lehetoség közül a megfelelo megtalálása, stb. Ezek mérheto gondolkodási területek, hiszen lekövetheto muveletekrol van szó, melyek muködése befolyásolja a világról való gondolkodásunkat is - hiszen nagyban számít, hogyan szurjük és dolgozzuk fel az információt, hogyan vonunk le következtetéseket azzal kapcsolatban, végül milyen ítéleteket és döntéseket hozunk meg bizonyos élethelyzetekben. Képesek vagyunk-e megadott információk alapján következtetni az ismeretlenre.","Habár a tájékoztatás szerint egyre nehezednek a feladatok, többször éreztem úgy, hogy a nehezebb etapban valójában elbújt egy-két könnyebb feladat - de ez következhet abból is, hogy objektíven nem volt könnyebb a feladat, inkább számomra volt kedvezobb, olyan területek voltak szükségesek a megoldásához, amelyek esetemben magasabban funkcionálnak."
R_dhjfI9Y0PoWnaeJ,2,2019/10/10 17:31:03,2019/10/10 19:04:52,P-422-01,Female,19,Folyamatban lévo egyetemi tanulmányok,0,Germanisztika,Growth,Mindfulness,1,5,1,2,4,4,3,2,4,2,3,3,4,4,3,4,4,5,5,2,5,5,5,2,1,2,4,1,3,3,0,3,0,3,2,0,0,2,3,4,3,3,1,4,4,3,4,2,2,5,1,5,1,1,5,5,4,1,2,3,3,2,1,1,6,1,1,3,NA,7,7,1,6,7,1,1,6,1,7,7,5,Nem,Különösen fontos.,6,Soha,Semennyit.,Egy egységnyit fogyasztottam.,"Nem, nem használtam.","Úgy gondolom, hogy mint ahogyan a kutatás címében is benne van, természetesen az emberek intelligencia szintjét szándékozták felmérni, valamint azt, hogy a feladatok közben milyen mértékben képes a kitölto az érzelmeit kizárni, háttérbe szorítani és ezáltal tiszta fejjel gondolkodni. Azonban a légzo- vagy meditációsgyakorlat a teszt során számomra arra kíván következtetni, hogy azt is vizsgálják, hogyan teljesít a kitölto miután teljesen ráhangolódott a feladatra érzelmileg és fizikailag is. Ezáltal arra is kiváncsiak voltak, hogy a kitölto érzelmi világa befolyásolja-e a koncentrációs képességét.",Nem.
R_DioZKuPO0l8iBTH,1,2019/10/28 17:16:07,2019/10/28 18:38:49,P-402-10,Female,20,Folyamatban lévo egyetemi tanulmányok,2,Muszaki menedzser,Fixed,Mindfulness,2,4,2,2,4,3,3,4,4,3,1,3,4,4,4,2,2,4,4,3,5,5,4,2,4,4,4,1,3,3,0,2,0,2,2,1,1,3,2,4,3,4,3,3,2,2,2,3,3,3,4,4,3,2,3,3,4,3,3,3,4,3,6,5,2,4,5,3,NA,6,6,5,6,6,6,5,6,5,6,6,6,Nem,Fontos.,4,Heti egyszer,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatók célja ebben a vizsgálatban a teljesítményünk vizsgálata volt laboratóriumi körülmények között, mert így egy validabb eredményt kapnak.",Nem.
R_DjBrHttIgmWpOqR,13,2019/10/03 17:34:13,2019/10/03 18:51:19,422-10,Female,22,Folyamatban lévo egyetemi tanulmányok,6,Kémia BSc,Growth,Mindfulness,2,4,3,3,4,3,3,3,3,1,2,3,3,3,3,4,3,4,4,3,3,3,4,3,2,3,3,2,2,2,1,2,1,2,1,2,2,3,2,3,3,2,3,3,3,2,3,2,3,3,2,5,3,2,4,4,5,2,3,1,6,1,4,4,3,4,4,3,NA,5,5,4,5,5,4,4,5,4,5,5,4,Nem,Fontos.,5,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Szerintem a vizsgálat célja az volt, hogy megtudjuk mennyire sikeresen ismeri fel az ember a ""rejtett"" szabályokat/sémákat, és ezeket a kitöltött személy önmagáról megadott képével összevetve egy pontosabb modell/teszt elkészítése.",Nem igazán.
R_DNxB1bn8YvVRFQt,10,2019/10/21 17:26:27,2019/10/21 18:48:16,P-402-17,Female,20,Folyamatban lévo egyetemi tanulmányok,2,Szociális munka,Fixed,Control,1,6,1,1,2,3,2,2,4,4,2,3,3,3,4,1,2,5,5,2,5,5,5,3,4,3,2,1,3,3,1,3,0,3,3,0,0,2,1,4,1,4,1,4,2,2,4,3,5,5,3,5,3,3,3,5,4,5,1,2,5,1,2,2,4,4,2,4,2,7,7,1,7,3,4,1,5,7,6,7,3,Igen,Különösen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","mennyire befolyásolhatja a koffein, alkohol vagy egyéb tudatmódosító szer az agy muködését, iq szintet
aki átlagnál alacsonyabb iq-val rendelkezik,. fogasztott-e alkoholt vagy más agyra káros szert az elmúlt 24 órában",Nem.
R_DS30fMvM0E8RoFX,17,2019/10/28 17:17:01,2019/10/28 18:45:18,P-402-18,Female,42,Egyetem,2,emberi eroforrás tanácsadó,Fixed,Mindfulness,3,4,3,3,4,2,3,3,4,1,1,4,3,3,4,4,2,3,4,3,4,2,4,2,3,1,5,2,2,2,0,3,0,2,2,0,1,3,2,3,4,4,4,4,3,3,4,3,2,5,1,5,2,1,4,5,5,1,3,4,3,4,1,1,5,1,1,2,2,7,7,6,6,7,6,6,6,6,7,7,6,Igen,Közepesen fontos.,4,Soha,Három csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Azt vizsgálják, hogy laborkörülmények vagy az otthoni környezetben eredményesebb-e a vizsgálat.",Nagyon egysíkú feladatok megoldásán alapul.
R_DvhNFRnwYKMOdmF,8,2019/04/29 17:58:23,2019/04/29 19:07:53,P-422-22,Male,21,Folyamatban lévo egyetemi tanulmányok,3,alkalmazott közgazdaságtan,Fixed,Control,5,1,5,5,2,2,3,4,2,3,3,3,3,3,2,2,4,3,4,4,2,3,5,5,4,3,5,3,2,2,2,2,2,1,1,2,1,2,2,3,3,2,1,3,2,2,3,4,5,3,5,3,3,5,3,2,3,3,5,1,6,1,6,6,2,6,5,6,NA,7,7,7,7,7,7,7,4,7,7,7,7,Nem,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Ugyan azt írtam, hogy nem végeztek még rajtam IQ tesztet, de egy online MENSA tesztet már megcsináltam, ahol ugyanilyen jellegu feladatatok voltak, ott viszont 5 perc állt rendelkezésre. Szerintem ez a 45 másodperc egyfajta stresszhelyzet megteremtésérol szólt, maga a teszt pedig arról szólhatott, hogy egyes személyiségjegyekkel rendelkezo emberekre mekkora IQ a jellemzo (már ha van összefüggés).","A fentebb említettet, hogy számomra kevés volt a 45 másodperc, több feladatnál is úgy éreztem, hogy plusz fél perc is segített volna akár a helyes válasz megtalálásában. A másik különös dolog az volt, hogy a bemelegíto nekem nehezebbnek tunt, mint maga a teszt."
R_DVuSsc2X0fc9PTH,2,2019/09/26 16:06:36,2019/09/26 18:46:54,P-402-03,Female,21,Érettségi,2,Óvodapedagógus,Growth,Mindfulness,4,5,2,3,4,4,1,1,4,2,2,3,3,4,3,4,5,2,2,3,3,5,4,5,5,3,5,5,3,3,0,3,0,2,1,0,0,1,4,3,3,4,1,3,4,3,4,1,3,3,3,5,2,2,5,5,3,3,2,2,3,2,3,2,2,4,4,4,NA,7,7,7,7,7,7,7,7,7,7,7,7,Igen,Fontos.,5,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat, és a kutatók célja is az volt, hogy felmérje a résztvevo teszt csoport intelligencia szintjét, illetve az azt befolyásoló érzelmeket, körülményeket.","Úgy kifejezetten érdekes dolgot nem, viszont volna egy meglátásom: véleményem szerint az is nehezíto körülmény lehet, hogy ezt a tesztet egy kora esti idopontban végeztük el. Úgy gondolom a kitöltok nagy része iskolában/munkahelyen volt a nap folyamán, ahol természetesen kifáradt, így persze nem tud úgy koncertrálni, mintha elotte csak pihent volna, és ez lenne az egyetlen dolga aznap."
R_e51lV0OO1f63G4F,1,2020/02/17 17:55:52,2020/02/17 18:55:57,P-402-19,Female,22,Folyamatban lévo egyetemi tanulmányok,1,anglisztika,Fixed,Control,4,3,3,3,3,3,2,2,4,2,2,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,3,2,3,3,1,2,1,2,2,1,1,3,3,3,3,3,4,4,4,3,3,2,3,2,3,5,2,2,3,3,4,3,4,3,3,1,4,5,3,4,3,3,NA,5,5,4,5,5,4,4,5,4,6,6,5,Igen,Fontos.,4,Havonta,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Szerintem az volt a célja, hogy egy steril környezetben, ahol most épp vagyunk, megvizsgálhassa, hogy meghatározott ido alatt, milyen teljesítményt tudunk nyújtani. Ábrák segítségével, maximum 45 másodperc alatt kellett megválaszolni, mi illik az üres helyre.","Másra számítottam, és nem gondoltam volna, hogy csak ábrák lesznek. A hanganyagok érdekes kikapcsolódást nyújtottak a feladatok közben."
R_eIJVB6DKf3tbe9z,5,2019/10/28 17:16:03,2019/10/28 19:02:19,P-402-07,Male,20,Érettségi,0,BÖLCSÉSZ,Fixed,Mindfulness,3,4,3,3,2,3,3,2,3,3,1,3,3,3,2,2,2,5,4,3,5,4,5,4,3,4,3,1,3,2,0,2,0,2,2,0,0,2,4,4,2,3,4,3,3,4,3,2,3,4,2,4,2,1,3,3,5,2,3,1,4,1,5,4,2,3,3,5,NA,6,6,1,6,4,1,1,1,1,6,7,6,Nem,Fontos.,5,Havonta,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Nehéz szavakba önteni. Mindenképp éreztem azt hogy sokszor fel kell fedezni valami új logikát a feladatok megoldásához. Tudni kell elrugaszkodni és több szemszögbol megközelíteni. Balról jobbra haladva jobbról balr. Valami kimarad valami összeadódik. Ha valaki ezt jól átlátja biztos dolga lehetett, bár úgy érzem memória és a nyomás alatt teljesítés is benne volt a pakliban.","Érdekes volt a felépítése. Pl.a tények közlése az elején,, az, hogy elso teszt adag és tények után újra rákérdeztek, vajon mennyire változtatható szerinted az IQ.
Ezenkívül úgyérzem a meditatív állapot jó hatással volt a teszt kitöltésére, segítette. Bár még nem vettem részt IQ tesztben de ezt szokatlannak véltem. 
Érdekes volt, hogy az egész IQ teszt egyfajta önértékelés teszttel is mintha egybe lett volna kötve"
R_O9YNdih8sR6cVK9,1,2020/02/24 17:46:45,2020/02/24 18:47:31,03,Male,21,Folyamatban lévo egyetemi tanulmányok,3,Földtudomány,Growth,Control,2,5,2,2,3,3,3,3,3,3,2,2,3,2,2,3,3,2,4,4,4,4,4,5,3,4,4,2,3,3,1,3,0,2,2,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,3,3,2,2,2,4,3,5,5,1,5,1,4,2,NA,4,4,4,4,4,4,4,4,4,4,4,4,Nem,Különösen fontos.,4,Egy héten többször,"Több, mint öt csészével.",Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Kellett egy nagyobb csoport, akikbol késobb statisztikát tudnak készíteni, és vonzónak találták, hogy néhány kreditért meghírdetik tantárgynak, így egy reprezentatív képet is kapnak a diákokról, megvan a kívánt mennyiségu adat, és a statisztikát fel lehet majd használni egyéb dolgokra.","Párszor fura volt a számozás, nem igazán lineáris, illetve egy kérdés legalább volt kétszer."
R_OBGHZGgfgyhxNGF,6,2019/09/26 17:20:09,2019/09/26 19:02:56,P-422-19,Female,22,Folyamatban lévo egyetemi tanulmányok,4,gyógypedagógia BA,Growth,Control,3,4,3,3,2,3,2,3,2,4,1,3,2,3,4,2,4,3,2,5,3,4,4,5,4,3,3,4,2,2,1,2,1,1,1,2,0,3,3,3,4,3,4,3,3,2,3,2,4,3,4,3,4,4,3,2,3,2,3,3,5,4,5,6,3,5,5,5,NA,5,5,4,5,4,5,4,1,5,4,5,4,Nem,Valamennyire fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A Stanford-Raven intelligencia szintet méro teszt online változatának tesztelése történt, melynek egy része a mi csoportunk laboratóriumi környezetben történo tesztkitöltése. A csoportunk teljesítménye  egy másik csoporthoz - mely otthoni környezetben végezte el a tesztet- történo összehasonlításhoz szükséges tényezo a kísérletben. Azt szeretnék megtudni, hogy az otthoni kitöltés ugyanolyan eredményes-e, mint a laboratóriumi környezetben végzett megoldás, vagyis hogy az otthoni körmyezet befolyásolja-e a tesztkitöltést, és hogy lehetséges-e a jövoben ezen intelligencia tesztet otthoni környezetben elvégezni úgy, hogy megbízható eredmény szülessen.",Nem vettem észre.
R_OHzbGtjuGyVcIhP,5,2020/03/02 17:57:28,2020/03/02 19:00:50,402-02,Female,38,Folyamatban lévo egyetemi tanulmányok,1,emberi eroforrás tanácsadó MA,Growth,Mindfulness,2,3,3,5,4,4,2,2,4,3,2,3,4,4,4,3,4,3,5,2,3,5,4,3,3,4,3,3,3,3,0,2,0,3,3,0,0,2,3,4,2,4,4,4,3,3,4,2,4,4,3,4,2,2,5,5,5,1,4,4,4,2,4,3,3,2,2,5,2,7,7,3,5,7,3,3,6,4,6,7,1,Igen,Közepesen fontos.,4,Havonta,Egy csészével.,Egy egységnyit fogyasztottam.,"Nem, nem használtam.","'- milyen az alany IQ szintje
- különbözoképpen oldja e meg az alternatív, mint az éles feladatokat, egyáltalán tölt e idot a gyakorlással
- van e türelme végighallgatni az audiót (meditáció) vagy továbblép
- mennyire gyorsan illetve pontosan válaszol meditáció elott és után","'- meditációs feladat, illetve más audió is volt közben
- gyakorló feladatok is, alternatív is"
R_p4wOQzmasO1Xd9n,2,2020/02/20 17:49:25,2020/02/20 19:00:40,P-402-01,Male,24,Folyamatban lévo egyetemi tanulmányok,9,biztosítási és pénzügyimatematika,Fixed,Control,3,4,3,3,3,4,2,3,2,2,2,4,3,3,3,3,2,4,5,2,4,4,5,2,4,2,5,3,2,2,1,2,0,2,1,0,0,2,2,1,4,3,2,3,3,4,4,2,3,4,3,5,2,1,5,5,5,1,3,2,4,4,2,3,3,4,2,3,NA,2,2,2,2,2,2,2,2,2,2,2,2,Nem,Közepesen fontos.,3,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat célja szerintem az volt, hogy az érzelmek hatását vizsgáják az intelligencia alakulására. Ezt úgy próbálták megvalósítani, hogy ismertették a szakmai hátterét, eloidézték a szituációt és lemérték az eredményt.
Közben volt egy kis informatív rész, ami alapvetoen a stressz szintjének csökkentésére irányult. (Monoton, nyugodt, kimért hang, relaxációs szünetekkel.) És ezt szolgálták a plusz feladatok is, nem a megoldás volt a cél, hanem az izgalom csökkentése.",Nem.
R_p9rgFYWsmVs2Ivv,17,2019/11/04 17:27:00,2019/11/04 18:41:16,P-402-19,Male,19,Folyamatban lévo egyetemi tanulmányok,0,"Osztatlan tanári szak, angol-történelem",Growth,Mindfulness,2,6,1,2,4,3,4,1,3,4,4,3,1,2,3,4,1,2,5,1,3,2,4,1,4,1,3,4,3,2,0,2,0,2,3,1,0,4,4,4,4,4,2,4,4,2,3,1,3,4,2,3,3,1,4,2,4,2,1,2,3,1,1,1,4,1,1,4,NA,5,7,4,5,1,4,4,5,5,6,6,5,Nem,Fontos.,5,Soha,Semennyit.,Egy egységnyit fogyasztottam.,"Nem, nem használtam.","Felmérni, hogy milyen egy laboratóriumi környezetben kitölteni egy IQ teszet.",Nem igazan vettem észre bármi különös dolgot.
